Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9RWK1|A0A0D9RWK1_CHLSB	tr|A0A0D9RWK1|A0A0D9RWK1_CHLSB	1	1	1	tr|A0A0D9RWK1|A0A0D9RWK1_CHLSB UDP-glucose 6-dehydrogenase OS=Chlorocebus sabaeus OX=60711 GN=UGDH PE=3 SV=1	1	1	1	1	5.7	5.7	5.7	55.023	494	494	0	8.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5551100	1				802	2135	True	2191	2787	2918	2918		
tr|A0A0D9RWK3|A0A0D9RWK3_CHLSB	tr|A0A0D9RWK3|A0A0D9RWK3_CHLSB	21	21	21	tr|A0A0D9RWK3|A0A0D9RWK3_CHLSB Synemin OS=Chlorocebus sabaeus OX=60711 GN=SYNM PE=3 SV=1	1	21	21	21	20.6	20.6	20.6	140.47	1253	1253	0	176.87	0	102.52	0	0	68506	425220	381310	297.62	78895	537990	281040	0	87520	890.25	770820	415870	0	94.605	80.703	831.56	72206	396870	356010	23190	103600	501040	275540	11108	125210	13170	724730	390920	0	1	0	0	14	14	14	2	14	14	14	0	14	2	14	14	689560000	24				803	118;605;785;1003;1056;1259;1599;1785;1824;1889;1985;3107;3216;3714;3801;3805;3867;3976;4395;4419;5252	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	121;622;623;813;1033;1086;1294;1642;1830;1870;1937;2036;3195;3309;3843;3931;3935;3997;4108;4541;4568;5423	159;809;810;811;1049;1321;1384;1649;2098;2321;2371;2458;2586;4121;4277;4958;5062;5066;5140;5271;5814;5847;6970;6971	166;851;852;853;1105;1381;1449;1739;2212;2440;2491;2580;2713;4398;4562;5277;5383;5387;5463;5598;6156;6189;7397;7398	166;852;1105;1381;1449;1739;2212;2440;2491;2580;2713;4398;4562;5277;5383;5387;5463;5598;6156;6189;7398	145	634
tr|A0A0D9RWS6|A0A0D9RWS6_CHLSB	tr|A0A0D9RWS6|A0A0D9RWS6_CHLSB	4	4	4	tr|A0A0D9RWS6|A0A0D9RWS6_CHLSB RAN binding protein 2 OS=Chlorocebus sabaeus OX=60711 GN=RANBP2 PE=4 SV=1	1	4	4	4	2	2	2	360.61	3247	3247	0	49.754	0	0	0	0	3249.5	16463	14787	0	3348	21024	10596	0	3068.4	370.12	27635	13440	0	0	0	0	3349.9	15362	13849	626.74	4276.5	19564	10384	241.04	4439.8	958.28	25981	12641	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	59933000	4				804	836;1116;1144;2884	True;True;True;True	865;1148;1177;2963	1110;1462;1500;3800	1167;1531;1571;4041	1167;1531;1571;4041		
tr|A0A0D9RWS9|A0A0D9RWS9_CHLSB	tr|A0A0D9RWS9|A0A0D9RWS9_CHLSB	13	13	13	tr|A0A0D9RWS9|A0A0D9RWS9_CHLSB IQ motif containing GTPase activating protein 1 OS=Chlorocebus sabaeus OX=60711 GN=IQGAP1 PE=4 SV=1	1	13	13	13	14.1	14.1	14.1	189.15	1657	1657	0	101.43	0	0	0	0	3118.4	18935	18129	35.715	4273	25411	12014	0	4163.2	26.749	28794	20686	0	0	0	0	3305.3	17692	16930	1680.6	5364.2	23698	11800	345.38	5567.6	969.8	27088	19448	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	139580000	18				805	1336;1483;1951;2053;2211;2282;2724;2833;3596;3648;4211;4492;5219	True;True;True;True;True;True;True;True;True;True;True;True;True	1373;1524;2001;2109;2270;2345;2799;2911;3719;3773;4352;4642;5385	1748;1749;1950;2543;2681;2891;2892;2997;3589;3731;4803;4804;4863;5583;5939;6916;6917	1843;1844;2055;2669;2811;3024;3025;3137;3825;3970;5117;5118;5178;5920;6283;7330;7331;7332	1843;2055;2669;2811;3025;3137;3825;3970;5118;5178;5920;6283;7331		
tr|A0A0D9RWY1|A0A0D9RWY1_CHLSB	tr|A0A0D9RWY1|A0A0D9RWY1_CHLSB	6	6	6	tr|A0A0D9RWY1|A0A0D9RWY1_CHLSB Mitochondrial ribosomal protein S9 OS=Chlorocebus sabaeus OX=60711 GN=MRPS9 PE=3 SV=1	1	6	6	6	16.9	16.9	16.9	45.669	396	396	0	40.098	0	0	0	0	14882	107340	92887	183.58	23754	148060	67399	226.9	28002	320.48	181680	93050	0	0	0	0	15601	100210	86732	6493.5	29431	137920	66528	3667.8	36504	3749.5	170950	87467	0	0	0	0	3	4	4	1	4	4	4	1	4	1	4	4	181600000	6				806	225;1197;1261;2954;3803;3996	True;True;True;True;True;True	229;1231;1296;3035;3933;4128	293;1570;1651;3901;5064;5296	305;1651;1741;4149;5385;5623	305;1651;1741;4149;5385;5623		
tr|A0A0D9RX15|A0A0D9RX15_CHLSB	tr|A0A0D9RX15|A0A0D9RX15_CHLSB	3	3	3	tr|A0A0D9RX15|A0A0D9RX15_CHLSB Biogenesis of ribosomes BRX1 OS=Chlorocebus sabaeus OX=60711 GN=BRIX1 PE=4 SV=1	1	3	3	3	13	13	13	41.456	353	353	0	23.056	0	0	0	0	5973.8	24018	21633	0	5245	35316	17947	0	5368.7	0	43890	24977	0	0	0	0	6031.4	22433	20343	1856	6669.3	32910	17549	508.5	7552.9	973.38	41273	23478	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	59159000	3				807	1532;1906;3505	True;True;True	1573;1954;3622	2009;2480;4680	2116;2602;4991	2116;2602;4991		
tr|A0A0D9RX45|A0A0D9RX45_CHLSB	tr|A0A0D9RX45|A0A0D9RX45_CHLSB	1	1	1	tr|A0A0D9RX45|A0A0D9RX45_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	4.9	4.9	4.9	24.916	225	225	0.0010288	6.5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				808	4895	True	5056	6493	6877	6877		
tr|A0A0D9SDL8|A0A0D9SDL8_CHLSB;tr|A0A0D9RX68|A0A0D9RX68_CHLSB	tr|A0A0D9SDL8|A0A0D9SDL8_CHLSB;tr|A0A0D9RX68|A0A0D9RX68_CHLSB	1;1	1;1	1;1	tr|A0A0D9SDL8|A0A0D9SDL8_CHLSB PC4 domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9RX68|A0A0D9RX68_CHLSB PC4 domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	2	1	1	1	10.2	10.2	10.2	14.553	127	127;127	0	7.664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32101000	1				809	1760	True	1805	2291	2410	2410		
tr|A0A0D9RX76|A0A0D9RX76_CHLSB	tr|A0A0D9RX76|A0A0D9RX76_CHLSB	1	1	1	tr|A0A0D9RX76|A0A0D9RX76_CHLSB Zinc finger RNA binding protein OS=Chlorocebus sabaeus OX=60711 GN=ZFR PE=4 SV=1	1	1	1	1	1.6	1.6	1.6	117.05	1074	1074	0	10.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11101000	1				810	215	True	218	280	292	292		
tr|A0A0D9RX91|A0A0D9RX91_CHLSB	tr|A0A0D9RX91|A0A0D9RX91_CHLSB	1	1	1	tr|A0A0D9RX91|A0A0D9RX91_CHLSB Interferon stimulated exonuclease gene 20 OS=Chlorocebus sabaeus OX=60711 GN=ISG20 PE=4 SV=1	1	1	1	1	8.3	8.3	8.3	20.463	181	181	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81376000	1	+			811	1302	True	1337	1701	1792	1792	146;147;148	10;14;17
tr|A0A0D9RXA0|A0A0D9RXA0_CHLSB	tr|A0A0D9RXA0|A0A0D9RXA0_CHLSB	1	1	1	tr|A0A0D9RXA0|A0A0D9RXA0_CHLSB Mitochondrial ribosomal protein L46 OS=Chlorocebus sabaeus OX=60711 GN=MRPL46 PE=4 SV=1	1	1	1	1	6.7	6.7	6.7	35.757	315	315	0	7.6516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12396000	1				812	2903	True	2983	3835	4078	4078		
tr|A0A0D9S9U1|A0A0D9S9U1_CHLSB;tr|A0A0D9RXA3|A0A0D9RXA3_CHLSB;tr|A0A0D9SA69|A0A0D9SA69_CHLSB;tr|A0A0D9SB06|A0A0D9SB06_CHLSB;tr|A0A0D9SCN6|A0A0D9SCN6_CHLSB;tr|A0A0D9SC65|A0A0D9SC65_CHLSB;tr|A0A0D9QYD6|A0A0D9QYD6_CHLSB;tr|A0A0D9RLZ7|A0A0D9RLZ7_CHLSB;tr|A0A0D9SAY5|A0A0D9SAY5_CHLSB;tr|A0A0D9S7F5|A0A0D9S7F5_CHLSB	tr|A0A0D9S9U1|A0A0D9S9U1_CHLSB;tr|A0A0D9RXA3|A0A0D9RXA3_CHLSB;tr|A0A0D9SA69|A0A0D9SA69_CHLSB	9;9;7;4;4;4;3;3;2;1	9;9;7;4;4;4;3;3;2;1	9;9;7;4;4;4;3;3;2;1	tr|A0A0D9S9U1|A0A0D9S9U1_CHLSB Ribosomal_L7Ae domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9RXA3|A0A0D9RXA3_CHLSB Ribosomal_L7Ae domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9SA69|A0A0D9SA69_CHL	10	9	9	9	28.6	28.6	28.6	29.967	266	266;267;265;265;266;266;259;260;263;263	0	83.74	0	0	0	0	33580	249950	238900	546.74	37036	411920	187590	0	48917	497.46	468590	299350	0	0	0	1416	36266	233290	222190	15759	53750	383580	182520	5982.2	72577	11530	440500	281390	0	0	0	0	7	8	8	2	8	8	8	0	8	2	8	8	1103500000	15				813	213;2064;2695;2991;3501;3823;4671;4936;5052	True;True;True;True;True;True;True;True;True	216;2120;2770;3075;3618;3953;4826;5099;5217	277;2695;3555;3951;3952;4673;4674;5087;6189;6190;6546;6693;6694	289;2825;3788;4207;4208;4209;4210;4984;4985;5409;6557;6558;6933;7093;7094	289;2825;3788;4209;4985;5409;6557;6933;7093		
tr|A0A0D9RXA7|A0A0D9RXA7_CHLSB	tr|A0A0D9RXA7|A0A0D9RXA7_CHLSB	4	4	4	tr|A0A0D9RXA7|A0A0D9RXA7_CHLSB OCIA domain containing 1 OS=Chlorocebus sabaeus OX=60711 GN=OCIAD1 PE=4 SV=1	1	4	4	4	27.9	27.9	27.9	27.562	244	244	0	36.615	0	0	0	0	5011.5	21540	25553	0	5148	36619	23077	0	8151.2	383.82	50151	21815	0	0	0	173.97	5228.8	20112	23882	1705.3	6967	34120	22494	280.49	10610	1345.8	47195	20514	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	152600000	5				814	84;1238;3552;4327	True;True;True;True	83;1273;3672;4471	107;1616;4745;5730;5731	113;1697;5056;6070;6071	113;1697;5056;6070		
tr|A0A0D9RXA9|A0A0D9RXA9_CHLSB	tr|A0A0D9RXA9|A0A0D9RXA9_CHLSB	3	3	3	tr|A0A0D9RXA9|A0A0D9RXA9_CHLSB OCIA domain containing 2 OS=Chlorocebus sabaeus OX=60711 GN=OCIAD2 PE=4 SV=1	1	3	3	3	20.8	20.8	20.8	17.015	154	154	0	21.981	0	0	0	331.5	14293	56705	65729	0	13149	91286	45412	0	14370	552.85	125800	56103	0	0	0	944.87	14749	52970	61503	3834.6	17334	85063	44563	2393.8	20502	3111.9	118270	52752	0	0	0	1	2	2	2	0	2	2	2	0	2	2	2	2	71804000	3				815	1545;1569;4665	True;True;True	1587;1611;4820	2027;2058;6182	2134;2167;6550	2134;2167;6550		
tr|A0A0D9RXC8|A0A0D9RXC8_CHLSB	tr|A0A0D9RXC8|A0A0D9RXC8_CHLSB	1	1	1	tr|A0A0D9RXC8|A0A0D9RXC8_CHLSB Nucleoporin 43 OS=Chlorocebus sabaeus OX=60711 GN=NUP43 PE=4 SV=1	1	1	1	1	3.7	3.7	3.7	42.122	380	380	0	8.1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16849000	2				816	4527	True	4677	5983	6330;6331	6331		
tr|A0A0D9RXD9|A0A0D9RXD9_CHLSB	tr|A0A0D9RXD9|A0A0D9RXD9_CHLSB	2	2	2	tr|A0A0D9RXD9|A0A0D9RXD9_CHLSB Signal peptidase complex catalytic subunit SEC11 OS=Chlorocebus sabaeus OX=60711 GN=SEC11A PE=3 SV=1	1	2	2	2	11.8	11.8	11.8	17.407	153	153	0	13.241	0	0	0	0	17637	55878	69645	0	15270	77277	44720	0	15361	0	117620	50134	0	0	0	0	17938	52159	65347	2039.6	19497	71955	43980	892.14	21056	0	110620	47131	0	0	0	0	2	2	2	0	2	2	2	0	2	0	2	2	72967000	2				817	1612;1614	True;True	1655;1657	2114;2116	2230;2232	2230;2232		
tr|A0A0D9RXI1|A0A0D9RXI1_CHLSB	tr|A0A0D9RXI1|A0A0D9RXI1_CHLSB	3	3	3	tr|A0A0D9RXI1|A0A0D9RXI1_CHLSB Cytochrome c oxidase subunit 5B OS=Chlorocebus sabaeus OX=60711 GN=COX5B PE=4 SV=1	1	3	3	3	24	24	24	13.717	129	129	0	18.051	0	0	0	0	25776	96643	84174	0	19509	104070	62961	0	28224	96.133	158120	64243	0	0	143.71	371.58	25811	90186	79277	5267.9	24879	96961	62019	2912.4	35535	3065	148840	60397	0	0	0	0	3	3	3	0	3	3	3	0	3	2	3	3	172740000	4				818	953;1286;1789	True;True;True	983;1321;1834	1259;1681;2325;2326	1319;1772;2444;2445	1319;1772;2445		
tr|A0A0D9RXL9|A0A0D9RXL9_CHLSB	tr|A0A0D9RXL9|A0A0D9RXL9_CHLSB	4	4	4	tr|A0A0D9RXL9|A0A0D9RXL9_CHLSB Chaperonin containing TCP1 subunit 5 OS=Chlorocebus sabaeus OX=60711 GN=CCT5 PE=4 SV=1	1	4	4	4	11.1	11.1	11.1	59.656	541	541	0	33.322	0	0	0	0	7573.7	23613	23314	547.69	6818.6	33307	18711	321.47	9887.3	510.26	42240	19102	0	0	89.817	0	7540.3	22074	22020	2600.9	8257.5	31126	18491	1766.6	11766	1392.2	39802	17966	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	36569000	4				819	451;1492;2909;5125	True;True;True;True	463;1533;2989;5291	597;1959;3846;6784	632;2065;4092;7186	632;2065;4092;7186		
tr|A0A0D9RXQ5|A0A0D9RXQ5_CHLSB	tr|A0A0D9RXQ5|A0A0D9RXQ5_CHLSB	1	1	1	tr|A0A0D9RXQ5|A0A0D9RXQ5_CHLSB NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Chlorocebus sabaeus OX=60711 GN=NDUFS6 PE=3 SV=1	1	1	1	1	8.1	8.1	8.1	13.834	124	124	0.0074906	5.8388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31405000	1				820	5074	True	5239	6721	7121	7121		
tr|A0A0D9RXQ9|A0A0D9RXQ9_CHLSB	tr|A0A0D9RXQ9|A0A0D9RXQ9_CHLSB	11	9	9	tr|A0A0D9RXQ9|A0A0D9RXQ9_CHLSB Synaptotagmin binding cytoplasmic RNA interacting protein OS=Chlorocebus sabaeus OX=60711 GN=SYNCRIP PE=4 SV=1	1	11	9	9	26.9	24	24	62.656	562	562	0	73.869	0	269.47	0	0	30135	149120	116460	33.607	33402	225970	91771	0	30867	403.87	244840	112100	0	249.38	0	810.34	30598	139160	109520	10137	40545	210550	90313	4902.3	42746	5380.5	230250	105390	0	1	0	0	3	3	3	1	3	3	3	0	3	2	3	3	343680000	10				821	172;724;898;981;2894;2973;3544;4430;4661;4998;5067	True;True;False;True;False;True;True;True;True;True;True	176;747;928;1011;2973;3055;3663;4579;4816;5161;5232	228;962;1190;1294;3820;3821;3926;4731;5863;5864;6178;6617;6713	235;1008;1250;1354;4061;4062;4176;5042;6205;6206;6546;7007;7113	235;1008;1250;1354;4062;4176;5042;6205;6546;7007;7113		
tr|A0A0D9RXR5|A0A0D9RXR5_CHLSB	tr|A0A0D9RXR5|A0A0D9RXR5_CHLSB	12	12	12	tr|A0A0D9RXR5|A0A0D9RXR5_CHLSB Small nuclear ribonucleoprotein U5 subunit 200 OS=Chlorocebus sabaeus OX=60711 GN=SNRNP200 PE=4 SV=1	1	12	12	12	7.5	7.5	7.5	244.48	2136	2136	0	87.566	0	0	0	0	31315	151310	146330	2503.3	42142	230220	117690	178.73	41327	0	292920	155700	0	0	0	407.54	32374	141370	137100	15099	51183	214810	115680	7462.7	55531	4937.3	275540	146340	0	0	0	0	6	6	6	3	7	7	7	1	7	0	7	7	237670000	13				822	363;1031;1481;1541;1801;1809;1853;2944;4190;4727;4756;5140	True;True;True;True;True;True;True;True;True;True;True;True	374;1061;1522;1583;1847;1855;1901;3025;4329;4882;4913;5306	482;1356;1948;2023;2342;2351;2408;3889;3890;5553;6263;6309;6803	513;1420;2053;2130;2462;2471;2529;4137;4138;5888;6634;6685;7205	513;1420;2053;2130;2462;2471;2529;4137;5888;6634;6685;7205		
tr|A0A0D9RXV6|A0A0D9RXV6_CHLSB	tr|A0A0D9RXV6|A0A0D9RXV6_CHLSB	2	2	2	tr|A0A0D9RXV6|A0A0D9RXV6_CHLSB Mitochondrial ribosomal protein S5 OS=Chlorocebus sabaeus OX=60711 GN=MRPS5 PE=3 SV=1	1	2	2	2	4.8	4.8	4.8	56.535	501	501	0	10.586	0	0	0	239.7	7537.4	50464	47829	0	7460.9	51793	30374	0	11154	18.857	84209	37749	0	0	114.85	819.76	8053.4	47130	44527	2757	10551	48260	29816	1598.1	15170	1769.7	79201	35489	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	37288000	2				823	2668;5172	True;True	2742;5338	3519;6859	3740;7273	3740;7273	149	220
tr|A0A0D9RXY1|A0A0D9RXY1_CHLSB	tr|A0A0D9RXY1|A0A0D9RXY1_CHLSB	2	2	2	tr|A0A0D9RXY1|A0A0D9RXY1_CHLSB Lysosomal associated membrane protein 1 OS=Chlorocebus sabaeus OX=60711 GN=LAMP1 PE=3 SV=1	1	2	2	2	4.8	4.8	4.8	44.744	416	416	0	13.302	0	0	0	0	7972.9	19950	20746	0	5418	28219	15550	0	8603.6	0	35547	16068	0	0	0	0	7863.6	18633	19651	1481	6705.1	26295	15377	396.44	10162	589.41	33499	15103	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	24976000	2				824	319;4607	True;True	328;4758	419;6094	439;6443	439;6443		
tr|A0A0D9RY42|A0A0D9RY42_CHLSB	tr|A0A0D9RY42|A0A0D9RY42_CHLSB	1	1	1	tr|A0A0D9RY42|A0A0D9RY42_CHLSB Transmembrane 9 superfamily member OS=Chlorocebus sabaeus OX=60711 GN=TM9SF2 PE=3 SV=1	1	1	1	1	2.1	2.1	2.1	75.774	663	663	0.0029499	6.3184	0	0	0	0	0	0	0	0	0	38887	23525	0	11184	30.329	54497	30722	0	0	0	0	0	0	0	0	0	36252	22830	1306.1	13672	1457.2	51324	28882	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	36419000	1				825	3935	True	4066	5220	5544	5544		
tr|A0A0D9RY48|A0A0D9RY48_CHLSB	tr|A0A0D9RY48|A0A0D9RY48_CHLSB	2	2	2	tr|A0A0D9RY48|A0A0D9RY48_CHLSB AFG3 like matrix AAA peptidase subunit 2 OS=Chlorocebus sabaeus OX=60711 GN=AFG3L2 PE=3 SV=1	1	2	2	2	2.8	2.8	2.8	78.58	708	708	0	12.729	0	0	0	0	5697.7	23064	25201	316.77	7798.7	30950	21778	35.711	8853.4	90.726	42695	22751	0	0	0	174.96	5858.8	21546	23667	1998.4	9374.7	28880	21357	1166.8	10906	805.73	40212	21390	0	0	0	0	2	2	2	1	2	2	2	1	2	1	2	2	22818000	2				826	4258;4598	True;True	4399;4749	5638;6083	5975;6432	5975;6432		
tr|A0A0D9RY49|A0A0D9RY49_CHLSB	tr|A0A0D9RY49|A0A0D9RY49_CHLSB	5	1	1	tr|A0A0D9RY49|A0A0D9RY49_CHLSB Tubulin beta chain OS=Chlorocebus sabaeus OX=60711 GN=TUBB6 PE=3 SV=1	1	5	1	1	14.1	3.4	3.4	49.83	446	446	0	6.8882	0	0	0	0	0	18767	22892	40.598	4904.5	33210	14273	0	5119.8	0	38201	19032	0	0	0	0	0	17538	21131	1873.6	6278	30980	14053	1103	6954.3	0	35930	17892	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	11948000	1				827	40;1469;2776;2931;3625	True;False;False;False;False	39;1509;2853;3011;3012;3749	49;1929;3657;3874;3875;4837	54;2033;2034;3895;4121;4122;4123;5151	54;2033;3895;4121;5151	65	267
tr|A0A0D9RY60|A0A0D9RY60_CHLSB	tr|A0A0D9RY60|A0A0D9RY60_CHLSB	1	1	1	tr|A0A0D9RY60|A0A0D9RY60_CHLSB Importin 5 OS=Chlorocebus sabaeus OX=60711 GN=IPO5 PE=4 SV=1	1	1	1	1	1.8	1.8	1.8	123.64	1097	1097	0	6.9447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3803600	1				828	3271	True	3365	4353	4641	4641		
tr|A0A0D9RY89|A0A0D9RY89_CHLSB	tr|A0A0D9RY89|A0A0D9RY89_CHLSB	7	7	6	tr|A0A0D9RY89|A0A0D9RY89_CHLSB VAMP associated protein A OS=Chlorocebus sabaeus OX=60711 GN=VAPA PE=4 SV=1	1	7	7	6	25.2	25.2	25.2	32.619	294	294	0	49.532	0	0	0	0	12964	57287	51781	0	12886	117420	82618	0	28525	348.77	207980	69964	0	0	0	219.35	13200	53425	48621	2191.6	16222	109390	80474	3466.5	38616	1923.8	195630	65777	0	0	0	0	1	1	1	0	1	3	3	0	3	1	3	3	631790000	11				829	922;1419;1458;1865;1998;3126;4624	True;True;True;True;True;True;True	952;1457;1497;1913;2049;3218;4776	1222;1223;1859;1860;1914;1915;2424;2425;2605;4160;6117	1282;1283;1961;1962;2018;2019;2546;2547;2733;4444;6466	1282;1962;2019;2547;2733;4444;6466		
tr|A0A0D9RYA4|A0A0D9RYA4_CHLSB	tr|A0A0D9RYA4|A0A0D9RYA4_CHLSB	2	2	2	tr|A0A0D9RYA4|A0A0D9RYA4_CHLSB NADH:ubiquinone oxidoreductase core subunit V2 OS=Chlorocebus sabaeus OX=60711 GN=NDUFV2 PE=4 SV=1	1	2	2	2	9.2	9.2	9.2	27.389	249	249	0	13.138	0	0	0	66.295	4009.1	12466	13375	0	4662.6	16408	8944.1	0	4327.8	0	21692	11155	0	0	0	146.2	4022.7	11641	12630	177.08	5371.6	15279	8895.3	127.97	5315.7	245	20426	10486	0	0	0	1	2	2	2	0	2	2	2	0	2	0	2	2	30758000	2				830	10;672	True;True	9;692	9;900	9;946	9;946		
tr|A0A0D9RYD7|A0A0D9RYD7_CHLSB;tr|A0A0D9RYD9|A0A0D9RYD9_CHLSB;tr|A0A0D9RCB0|A0A0D9RCB0_CHLSB	tr|A0A0D9RYD7|A0A0D9RYD7_CHLSB;tr|A0A0D9RYD9|A0A0D9RYD9_CHLSB;tr|A0A0D9RCB0|A0A0D9RCB0_CHLSB	9;8;5	9;8;5	9;8;5	tr|A0A0D9RYD7|A0A0D9RYD7_CHLSB Myosin light chain 12B OS=Chlorocebus sabaeus OX=60711 GN=MYL12B PE=4 SV=1;tr|A0A0D9RYD9|A0A0D9RYD9_CHLSB Myosin light chain 12A OS=Chlorocebus sabaeus OX=60711 GN=MYL12A PE=4 SV=1;tr|A0A0D9RCB0|A0A0D9RCB0_CHLSB Myosin light 	3	9	9	9	65.7	65.7	65.7	19.779	172	172;171;172	0	111.9	0	0	0	953.32	76656	318560	227630	0	90646	383090	211270	578.35	100240	1364.3	460830	361610	0	0	973.55	3624.3	76233	297410	215790	19011	104080	356930	208730	10356	121400	15792	434100	339930	0	0	0	3	7	7	7	0	7	7	7	2	7	4	7	7	3042500000	17				831	494;654;910;936;1123;1124;1507;1852;3602	True;True;True;True;True;True;True;True;True	507;508;673;674;940;966;1155;1156;1548;1900;3725	656;657;658;659;660;877;878;879;1206;1239;1471;1472;1977;1978;2406;2407;4811	693;694;695;696;697;923;924;925;1266;1299;1542;1543;2084;2085;2527;2528;5125	695;924;1266;1299;1542;1543;2084;2527;5125	150;151;152;153;154;155	25;57;73;74;85;89
tr|A0A0D9RYF4|A0A0D9RYF4_CHLSB	tr|A0A0D9RYF4|A0A0D9RYF4_CHLSB	1	1	1	tr|A0A0D9RYF4|A0A0D9RYF4_CHLSB Tyrosine-protein kinase OS=Chlorocebus sabaeus OX=60711 GN=YES1 PE=3 SV=1	1	1	1	1	2.9	2.9	2.9	60.758	543	543	0	7.9569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3501900	1				832	4019	True	4154	5330	5657	5657		
